4200051	24	47,9	16,0	76,6	42,9	25,9	609	474	1,9
1700251	10	47,3	14,7	69,3	12,0	36,7	513	3163	3,4
3100401	21	51,7	16,7	47,5	24,0	21,6	570	579	2,5
4300034	25	47,6	15,3	59,8	8,5	15,6	1009	533	0,9
5200159	12	48,6	16,9	37,0	40,0	10,6	579	550	3,3
3500204	22	49,8	15,6	47,4	-	2,6	717	823	0,9
4200309	24	49,1	17,7	61,3	4,6	21,4	1073	759	0,6
3100708	21	47,0	17,3	63,5	-	10,2	766	899	1,7
5200209	12	47,9	16,2	77,1	13,3	26,6	729	678	1,2
2400406	15	50,3	20,8	62,4	8,3	13,8	449	404	2,8
4300059	25	49,5	16,9	61,2	12,5	5,6	1087	752	1,4
3100807	21	49,2	15,1	80,1	20,0	18,9	662	556	1,8
3500600	22	53,4	13,0	56,8	21,4	-	1667	810	0,6
4200556	24	47,2	17,0	41,9	-	25,4	790	762	1,2
2900603	20	48,9	18,8	72,0	11,1	28,7	425	430	3,6
3101300	21	48,0	14,8	64,5	10,0	21,5	581	512	2,2
3500758	22	49,7	17,3	60,5	27,3	7,1	689	755	1,0
3101409	21	48,9	16,4	47,3	16,7	13,9	667	662	1,3
5000252	8	46,8	18,5	73,5	11,5	32,3	853	711	1,3
4300455	25	50,0	12,8	40,1	12,0	15,7	733	464	2,0
3500808	22	49,1	15,4	79,9	20,0	10,3	744	785	1,3
2500577	16	48,6	19,6	36,6	20,0	38,6	378	408	4,5
2400604	15	48,7	18,7	50,6	14,3	23,8	474	518	6,4
4300471	25	49,6	14,2	48,9	12,5	16,6	776	581	1,4
5200506	12	48,9	13,9	58,5	9,1	11,6	653	582	3,2
3500907	22	46,2	17,9	71,6	3,2	0,2	665	777	2,9
4100459	23	48,9	17,2	49,0	6,3	41,4	585	851	2,0
3501103	22	48,6	15,6	51,6	11,1	14,6	700	703	0,9
4300554	25	48,9	14,8	53,3	-	4,2	786	655	1,1
4200754	24	49,9	13,6	14,2	-	21,4	851	1057	1,8
4300570	25	48,6	15,1	28,0	-	3,1	790	687	0,9
5200555	12	47,8	19,6	62,8	12,5	14,2	711	806	1,3
4128625	23	49,5	16,4	66,7	33,3	27,0	592	723	1,9
3102209	21	49,6	16,6	72,2	11,5	41,8	491	573	2,2
3501202	22	48,7	13,5	73,8	22,2	15,1	634	707	1,0
3501400	22	36,4	17,5	47,7	18,2	5,1	676	593	1,5
3501509	22	50,6	16,7	72,4	11,1	3,9	692	665	1,0
3102407	21	49,8	17,7	69,1	17,1	46,1	580	484	5,6
5200829	12	46,6	15,9	81,6	-	50,7	527	595	1,8
5200902	12	49,3	14,1	64,4	20,0	24,0	612	655	1,4
2500734	16	49,9	19,0	34,8	50,0	46,1	408	437	2,8
2800100	19	50,1	19,5	35,7	-	15,1	465	498	6,1
4101051	23	49,9	15,7	53,3	-	22,0	640	559	0,9
3502002	22	48,7	16,8	62,3	27,3	13,3	932	741	1,8
4300661	25	49,0	14,0	54,1	-	5,9	921	476	1,8
1701051	10	47,3	18,6	52,6	12,0	23,2	448	575	3,7
4101150	23	49,0	17,0	63,5	16,7	8,9	673	688	0,8
5201207	12	49,4	14,5	47,4	-	5,4	808	811	0,7
3502408	22	50,2	17,0	76,3	21,4	12,1	734	662	0,9
4201109	24	47,9	15,1	87,2	-	7,0	768	769	3,1
2200806	13	48,7	19,2	27,5	5,1	20,7	534	515	6,0
3103108	21	48,5	14,6	62,6	33,3	15,8	608	500	2,1
5201454	12	48,9	18,5	86,4	5,6	10,8	696	720	2,0
1701101	10	48,5	16,4	77,8	11,5	23,4	525	463	1,3
3502606	22	51,1	14,5	51,7	-	14,1	697	649	1,6
5201504	12	47,3	17,0	76,2	6,8	21,1	679	860	1,7
4201273	24	49,1	14,1	26,4	13,3	8,7	904	760	0,5
3103207	21	51,7	16,6	77,1	13,0	21,3	597	657	1,6
3103306	21	48,8	15,5	68,0	-	15,7	523	525	1,3
5201603	12	49,8	16,0	60,6	8,3	9,0	619	804	2,0
5101001	7	48,8	16,7	79,8	-	30,4	672	679	0,9
5101209	7	46,6	14,2	52,2	-	12,4	701	467	0,6
4300851	25	49,8	13,5	70,5	9,1	6,5	787	571	1,0
3103603	21	49,9	13,9	63,4	-	5,6	589	463	2,0
3503158	22	49,7	16,7	75,9	12,5	7,4	557	556	1,2
3103801	21	49,3	13,5	63,4	-	24,0	679	691	-
4101655	23	50,5	16,3	59,8	7,7	32,5	590	525	2,1
4300877	25	49,5	16,0	45,1	13,6	0,8	714	716	0,3
3503356	22	49,6	16,1	49,3	20,0	26,4	616	641	1,6
2501153	16	50,0	21,4	65,9	8,3	44,3	409	382	7,5
3503505	22	50,5	17,1	76,5	22,2	16,5	618	500	1,4
5202353	12	48,9	14,3	77,2	5,0	10,5	549	711	1,1
3104403	21	48,8	16,3	64,0	9,7	18,7	605	522	1,3
3104452	21	49,1	19,0	32,7	12,1	50,5	438	485	1,4
4101853	23	49,9	15,7	29,5	-	46,8	527	545	1,8
2200954	13	47,8	17,4	75,3	-	32,1	355	362	5,4
2201002	13	50,6	19,8	48,2	27,3	29,8	436	457	6,4
4301073	25	48,2	15,2	60,9	-	21,5	717	714	1,0
4201604	24	50,1	15,9	31,3	36,4	7,8	855	869	1,1
4201653	24	45,6	18,3	68,2	16,7	42,6	788	619	0,7
3503950	22	49,9	16,2	48,1	40,0	19,7	597	631	1,0
2501351	16	49,5	19,5	28,0	14,3	18,0	442	448	4,1
4102208	23	49,7	15,1	36,0	33,3	7,0	758	697	0,7
4201802	24	49,7	17,5	56,7	27,3	11,4	857	611	0,5
3104809	21	49,1	17,3	62,0	14,3	31,5	525	567	2,9
4301552	25	50,7	13,5	29,3	7,1	13,1	729	686	1,0
5202601	12	49,6	16,5	72,9	22,7	13,9	622	619	1,2
1702703	10	48,5	15,7	46,2	8,3	27,2	607	646	2,4
3504305	22	49,5	18,5	50,2	14,3	11,7	721	873	1,3
5202809	12	49,6	15,6	79,2	5,6	11,0	635	633	1,1
3504701	22	18,9	19,5	63,8	16,7	6,4	743	845	2,6
5203104	12	45,0	16,1	54,7	3,1	59,2	552	580	1,8
3105202	21	49,1	16,1	76,3	10,0	41,1	449	415	4,0
4202081	24	47,2	16,1	20,5	-	41,9	628	538	2,4
1703057	10	45,8	16,2	68,9	11,1	33,1	602	632	4,4
1501253	6	46,2	16,9	54,2	11,7	54,6	566	601	4,0
3505005	22	48,9	15,6	55,0	28,6	6,7	620	772	1,0
2501534	16	50,0	18,2	81,1	33,3	23,1	394	357	4,2
2401503	15	48,9	18,1	50,6	21,1	19,4	427	514	6,2
4202099	24	48,0	15,8	29,9	10,0	27,7	709	442	1,7
2201176	13	52,7	16,9	32,9	25,0	7,2	357	390	4,3
4301859	25	49,8	16,8	39,1	14,3	20,8	658	585	0,8
4102703	23	49,2	16,2	49,3	12,5	16,9	713	594	0,5
1703073	10	46,8	18,1	51,1	7,1	32,5	443	495	5,5
4301875	25	47,0	17,2	86,1	13,2	11,5	617	555	2,3
4301925	25	47,6	14,3	32,6	25,0	14,7	759	723	1,4
4301958	25	50,3	16,0	59,5	-	1,0	813	584	0,3
2201309	13	47,7	18,4	38,6	20,0	18,8	454	464	7,7
4102752	23	48,9	15,3	22,9	-	45,6	610	651	2,7
2201556	13	48,8	17,8	20,4	17,7	9,1	361	319	4,3
2700805	18	51,2	19,5	57,6	16,7	38,1	461	426	9,1
2201572	13	48,8	17,5	74,3	50,0	34,0	335	665	7,0
3106101	21	49,4	15,4	70,6	6,9	16,4	640	562	2,3
4202156	24	48,5	16,8	11,4	14,3	23,4	732	687	2,7
4302055	25	48,2	18,5	70,4	25,0	10,3	513	320	2,1
3506201	22	49,0	16,2	63,6	14,3	1,7	728	922	1,9
3106655	21	49,9	19,6	54,1	15,8	28,3	436	456	2,9
2502052	16	52,0	18,5	38,6	-	53,2	406	376	4,9
1703206	10	47,8	18,0	87,7	5,9	33,3	521	564	2,7
3106606	21	47,0	17,3	45,8	7,1	33,7	442	488	13,0
3106804	21	48,1	14,3	48,4	17,7	27,3	464	423	2,2
3107000	21	49,8	14,9	73,1	14,3	32,9	643	924	1,0
4103008	23	50,1	15,5	37,5	9,1	17,5	679	593	1,0
4103024	23	49,3	16,1	49,7	-	31,5	678	472	1,8
4302154	25	50,1	16,5	46,3	16,7	6,1	660	406	2,0
4302220	25	48,5	14,7	52,9	-	24,4	784	728	1,1
4302238	25	48,7	15,8	86,7	-	19,3	793	643	0,8
4302253	25	47,1	13,0	38,9	18,2	4,6	800	600	0,3
2201804	13	50,8	15,0	64,6	-	6,2	485	496	5,2
4202438	24	48,3	16,9	81,6	7,1	35,4	626	501	2,5
2401651	15	48,0	19,7	66,7	8,3	20,9	428	634	4,8
4202503	24	48,7	17,9	78,9	18,2	25,2	722	784	1,3
2502201	16	49,2	18,0	38,7	12,5	28,3	414	411	3,9
4202537	24	50,4	16,9	84,3	6,7	23,9	725	632	1,6
3107604	21	48,0	15,2	64,9	11,1	11,6	624	701	1,2
4202578	24	49,4	16,1	42,8	-	16,1	898	778	0,6
4103156	23	48,1	16,0	56,0	15,4	14,0	571	561	0,7
1703305	10	47,2	19,6	29,2	18,4	25,4	525	561	4,2
4302378	25	49,9	16,4	75,7	-	11,4	756	521	3,4
3507159	22	49,2	19,1	64,7	23,1	4,5	528	495	1,8
4103222	23	50,3	17,4	49,5	11,8	26,3	735	646	0,4
5203575	12	47,6	17,0	82,3	8,3	35,6	477	543	2,5
3507209	22	47,6	17,9	81,6	28,6	12,1	684	744	2,1
3507308	22	49,0	18,1	56,5	20,0	5,7	768	881	1,3
3507456	22	50,2	18,3	67,0	10,0	8,4	722	766	1,7
4202701	24	49,0	18,3	16,0	12,5	2,8	807	1180	0,7
4302584	25	50,0	13,8	38,8	-	12,4	861	540	0,7
4202859	24	48,9	16,7	40,9	9,1	2,5	946	600	0,4
4302600	25	49,6	15,5	56,6	-	29,0	595	567	1,0
3108701	21	49,9	16,0	41,2	44,4	30,0	483	459	1,6
4103370	23	50,1	17,1	49,2	21,4	12,4	679	662	0,9
1703602	10	48,8	17,9	58,1	20,0	13,6	573	733	1,9
5203609	12	49,1	17,0	83,6	17,7	15,2	648	731	1,1
3507753	22	48,3	16,0	50,8	11,1	4,4	685	688	1,5
2201988	13	49,5	16,9	73,5	11,1	56,9	378	544	12,0
4302659	25	48,7	14,8	41,4	-	2,7	734	583	1,0
4202875	24	49,1	15,2	91,9	11,1	29,6	628	460	2,5
3109253	21	49,2	16,8	46,3	10,5	31,9	462	503	3,0
5203939	12	48,4	15,6	47,4	25,0	15,2	661	768	2,5
5203962	12	48,7	19,1	34,2	12,5	30,4	509	699	3,6
3508207	22	48,9	16,1	69,6	20,6	7,7	833	924	0,8
3508306	22	49,1	17,6	57,8	38,5	10,1	689	710	1,7
3109600	21	53,0	15,7	68,6	7,7	-	693	785	0,5
5204201	12	48,4	16,2	45,9	57,1	15,8	611	631	0,9
3109808	21	49,9	16,8	65,7	30,0	8,7	698	891	1,0
1703826	10	47,1	18,3	30,5	13,3	13,0	501	589	2,6
2503407	16	50,0	19,5	57,1	18,2	46,0	406	454	7,6
4303202	25	50,4	16,5	44,6	10,0	12,3	692	556	2,1
4103404	23	48,9	17,7	56,0	42,9	9,4	785	636	1,3
4103479	23	49,4	15,6	82,6	11,1	17,5	654	679	2,0
3508900	22	48,7	17,6	63,3	25,0	11,3	643	806	1,1
3110103	21	47,9	18,1	64,6	-	15,0	567	577	2,4
4303301	25	48,9	14,5	70,4	18,2	1,7	726	414	1,0
2401909	15	50,3	20,7	92,0	17,9	9,5	440	479	6,1
2202075	13	49,2	19,9	43,0	6,3	27,4	399	420	5,3
2503753	16	49,0	18,4	80,5	12,5	44,2	387	373	6,8
3110202	21	47,6	17,5	98,5	17,4	20,6	559	528	0,7
5204557	12	49,2	15,9	63,0	17,7	20,8	766	689	0,8
4203154	24	48,4	17,6	60,2	-	22,8	575	490	2,0
3110400	21	47,2	16,9	69,1	12,5	22,2	541	441	0,9
4303558	25	50,2	15,3	82,0	8,3	1,4	977	834	0,8
3110806	21	51,4	18,2	80,0	10,0	21,8	540	582	1,9
4303673	25	48,4	12,9	26,9	17,7	9,8	815	704	1,0
5204607	12	47,7	18,0	43,2	-	29,1	635	609	1,0
4103958	23	47,6	16,4	52,4	10,0	56,5	512	471	2,3
5204656	12	47,0	15,2	82,6	3,6	37,4	591	612	2,3
2202117	13	48,8	20,7	35,5	-	68,3	384	438	7,9
3111150	21	47,2	17,2	75,7	15,4	33,2	435	367	2,2
4104055	23	49,7	18,0	49,0	22,2	24,2	636	757	1,6
4304101	25	49,8	14,9	59,4	-	23,3	682	431	1,9
3509809	22	48,5	15,3	50,7	5,3	18,5	726	585	1,6
3111705	21	48,7	17,0	52,1	7,1	45,8	558	451	1,9
5102694	7	46,7	17,7	39,9	12,2	37,1	621	727	1,5
3509957	22	49,3	18,1	72,8	21,4	1,2	600	688	3,1
2202251	13	48,3	17,1	47,2	15,4	33,2	500	394	8,7
3510104	22	50,7	16,4	69,7	-	7,6	755	698	1,1
2801108	19	47,9	20,2	41,6	30,0	12,6	410	360	12,1
3510153	22	49,3	16,7	65,8	25,0	0,7	606	705	0,7
3112059	21	51,3	20,8	71,4	18,2	26,2	482	467	2,3
4304614	25	46,9	13,7	72,6	-	11,7	1288	828	2,0
4203253	24	48,0	14,6	70,6	-	31,0	640	554	1,0
4304622	25	46,2	15,1	91,4	-	41,1	665	872	1,9
4304655	25	47,6	15,1	67,7	7,4	28,8	986	490	0,9
3112208	21	50,9	15,1	72,9	13,3	43,0	518	436	0,8
4304697	25	48,7	15,2	19,0	-	5,3	782	789	0,5
3112653	21	50,9	16,7	64,8	11,5	21,4	494	534	2,8
2202455	13	48,5	17,5	65,7	6,5	61,4	372	357	6,5
4304671	25	50,3	15,8	60,7	16,0	1,4	816	618	2,0
3113107	21	49,0	16,9	77,1	-	38,5	562	507	0,4
2504074	16	49,4	16,9	59,4	23,1	37,0	450	423	4,6
2202554	13	48,2	21,1	52,1	12,5	50,9	373	346	8,5
1703867	10	43,9	18,7	36,8	7,1	37,2	590	654	2,3
4304853	25	48,1	14,1	52,3	-	21,9	756	613	0,4
3113800	21	50,2	16,6	30,1	14,3	25,4	604	477	0,5
1703883	10	47,9	19,6	50,0	4,4	8,6	560	654	3,3
3114600	21	49,1	15,9	65,1	9,1	17,1	728	548	1,1
2504108	16	47,6	19,5	39,2	-	20,9	429	700	3,9
1703891	10	48,0	20,9	25,0	7,7	11,5	408	451	4,5
3114709	21	49,0	14,1	77,1	-	6,4	643	627	1,7
3114808	21	48,6	16,8	58,0	11,8	28,2	568	483	2,6
3114907	21	48,7	15,7	85,7	-	21,1	569	552	0,9
3115003	21	46,6	14,0	60,2	13,3	30,9	637	779	0,5
1703909	10	48,2	17,1	23,3	17,2	41,0	560	626	2,5
4304952	25	49,6	13,5	76,2	11,1	8,3	710	515	1,2
3510906	22	48,9	16,1	58,1	-	17,4	714	575	2,1
1100908	4	48,8	17,5	56,7	10,0	65,4	569	622	2,1
5205059	12	47,3	16,4	65,5	5,0	0,9	614	1045	4,5
3115359	21	50,7	16,7	67,1	25,0	8,4	649	773	1,1
3115409	21	49,1	19,2	52,9	23,1	47,9	519	406	1,7
2504207	16	49,9	18,8	56,2	28,1	32,4	415	398	9,9
2907400	20	48,2	16,4	70,9	-	28,6	472	528	7,0
5205208	12	48,8	16,6	78,6	5,6	1,5	611	643	0,6
2504355	16	49,4	18,1	68,3	6,7	38,6	451	452	4,3
4204103	24	49,7	16,4	68,6	-	42,3	753	1125	1,3
3115607	21	48,1	14,4	47,6	10,0	11,5	581	630	1,7
4204152	24	49,7	17,4	44,1	33,3	14,0	641	467	0,8
1704105	10	46,4	18,1	31,3	3,1	40,0	456	445	8,0
4305116	25	48,0	14,2	38,5	-	8,6	690	1084	1,0
4305132	25	50,0	14,1	35,7	17,7	7,9	645	429	1,1
4305157	25	50,0	14,9	29,6	-	5,3	610	431	1,7
4204178	24	47,7	15,8	37,0	22,2	40,3	541	510	2,1
3115904	21	49,5	15,3	85,7	12,5	8,2	854	558	2,4
1705102	10	45,3	17,0	35,7	10,5	52,8	492	605	3,8
1704600	10	46,4	16,6	64,0	16,7	43,6	563	550	3,2
4204194	24	48,4	16,4	45,9	-	30,9	714	535	0,9
4305371	25	50,2	16,4	42,1	6,3	22,4	756	384	4,6
3116209	21	51,4	15,9	67,4	23,8	13,7	687	678	2,9
4305405	25	51,2	14,9	47,4	-	5,0	787	531	0,7
4305447	25	47,4	16,4	43,0	6,9	66,1	638	423	2,5
4305504	25	49,0	16,0	40,8	14,3	14,7	710	647	1,3
3116407	21	47,8	17,1	67,7	21,4	30,1	633	582	1,2
2202711	13	51,2	17,0	43,4	22,2	23,8	373	464	4,6
2202737	13	48,3	18,0	59,4	6,7	46,1	379	379	7,3
